frame_idx,pcd_file,robot_x,robot_y,robot_yaw_rad,participant_idx,participant_x,participant_y,participant_z
555,1730821435.467068434.pcd,3.30989327329622,-1.0899698080158835,1.1935381122693924,2,7.22,-1.81,-1.3
555,1730821435.467068434.pcd,3.30989327329622,-1.0899698080158835,1.1935381122693924,3,7.91,-0.12,-1.32
555,1730821435.467068434.pcd,3.30989327329622,-1.0899698080158835,1.1935381122693924,4,5.25,-1.56,-1.41
556,1730821435.566962481.pcd,3.328062462987352,-1.0540063341268184,1.1967558727982277,0,4.55,-2.36,-1.29
556,1730821435.566962481.pcd,3.328062462987352,-1.0540063341268184,1.1967558727982277,1,8.0,-0.94,-1.27
556,1730821435.566962481.pcd,3.328062462987352,-1.0540063341268184,1.1967558727982277,2,7.17,-1.87,-1.3
556,1730821435.566962481.pcd,3.328062462987352,-1.0540063341268184,1.1967558727982277,3,7.85,-0.16,-1.32
556,1730821435.566962481.pcd,3.328062462987352,-1.0540063341268184,1.1967558727982277,4,5.17,-1.49,-1.41
557,1730821435.667160511.pcd,3.338903184950288,-1.0232486870840147,1.1991956361796026,0,4.59,-2.42,-1.29
557,1730821435.667160511.pcd,3.338903184950288,-1.0232486870840147,1.1991956361796026,1,8.1,-0.96,-1.27
557,1730821435.667160511.pcd,3.338903184950288,-1.0232486870840147,1.1991956361796026,2,7.12,-1.92,-1.3
557,1730821435.667160511.pcd,3.338903184950288,-1.0232486870840147,1.1991956361796026,3,7.79,-0.19,-1.32
557,1730821435.667160511.pcd,3.338903184950288,-1.0232486870840147,1.1991956361796026,4,5.1,-1.43,-1.41
558,1730821435.767090559.pcd,3.3474083222844206,-1.0009076106754855,1.200597083216001,0,4.62,-2.48,-1.29
558,1730821435.767090559.pcd,3.3474083222844206,-1.0009076106754855,1.200597083216001,1,8.2,-0.99,-1.27
558,1730821435.767090559.pcd,3.3474083222844206,-1.0009076106754855,1.200597083216001,2,7.07,-1.98,-1.3
558,1730821435.767090559.pcd,3.3474083222844206,-1.0009076106754855,1.200597083216001,3,7.73,-0.22,-1.32
558,1730821435.767090559.pcd,3.3474083222844206,-1.0009076106754855,1.200597083216001,4,5.02,-1.36,-1.41
559,1730821435.867153406.pcd,3.3615299785668893,-0.9708282450052904,1.201619940486382,0,4.66,-2.54,-1.29
559,1730821435.867153406.pcd,3.3615299785668893,-0.9708282450052904,1.201619940486382,1,8.31,-1.01,-1.27
559,1730821435.867153406.pcd,3.3615299785668893,-0.9708282450052904,1.201619940486382,2,7.02,-2.04,-1.3
559,1730821435.867153406.pcd,3.3615299785668893,-0.9708282450052904,1.201619940486382,3,7.67,-0.25,-1.32
559,1730821435.867153406.pcd,3.3615299785668893,-0.9708282450052904,1.201619940486382,4,4.94,-1.3,-1.41
560,1730821435.966967344.pcd,3.3727713988308983,-0.940748643659184,1.2028068060547696,0,4.7,-2.6,-1.29
560,1730821435.966967344.pcd,3.3727713988308983,-0.940748643659184,1.2028068060547696,1,8.41,-1.03,-1.27
560,1730821435.966967344.pcd,3.3727713988308983,-0.940748643659184,1.2028068060547696,2,6.96,-2.1,-1.3
560,1730821435.966967344.pcd,3.3727713988308983,-0.940748643659184,1.2028068060547696,3,7.61,-0.29,-1.32
560,1730821435.966967344.pcd,3.3727713988308983,-0.940748643659184,1.2028068060547696,4,4.87,-1.23,-1.41
561,1730821436.066901445.pcd,3.384305500811437,-0.903878083972159,1.205815551972142,0,4.74,-2.66,-1.29
561,1730821436.066901445.pcd,3.384305500811437,-0.903878083972159,1.205815551972142,1,8.51,-1.07,-1.27
561,1730821436.066901445.pcd,3.384305500811437,-0.903878083972159,1.205815551972142,2,6.89,-2.15,-1.3
561,1730821436.066901445.pcd,3.384305500811437,-0.903878083972159,1.205815551972142,3,7.58,-0.34,-1.32
561,1730821436.066901445.pcd,3.384305500811437,-0.903878083972159,1.205815551972142,4,4.79,-1.17,-1.41
562,1730821436.166920424.pcd,3.394227857689919,-0.8804531561889934,1.2192786028411868,0,4.79,-2.72,-1.29
562,1730821436.166920424.pcd,3.394227857689919,-0.8804531561889934,1.2192786028411868,1,8.6,-1.12,-1.27
562,1730821436.166920424.pcd,3.394227857689919,-0.8804531561889934,1.2192786028411868,2,6.83,-2.21,-1.3
562,1730821436.166920424.pcd,3.394227857689919,-0.8804531561889934,1.2192786028411868,3,7.54,-0.4,-1.32
562,1730821436.166920424.pcd,3.394227857689919,-0.8804531561889934,1.2192786028411868,4,4.72,-1.11,-1.41
563,1730821436.267112494.pcd,3.409494440579848,-0.8509693687218058,1.245232215029369,0,4.83,-2.79,-1.29
563,1730821436.267112494.pcd,3.409494440579848,-0.8509693687218058,1.245232215029369,1,8.7,-1.16,-1.27
563,1730821436.267112494.pcd,3.409494440579848,-0.8509693687218058,1.245232215029369,2,6.76,-2.26,-1.3
563,1730821436.267112494.pcd,3.409494440579848,-0.8509693687218058,1.245232215029369,3,7.51,-0.45,-1.32
563,1730821436.267112494.pcd,3.409494440579848,-0.8509693687218058,1.245232215029369,4,4.64,-1.06,-1.41
564,1730821436.366964579.pcd,3.42629012004326,-0.8207816842084164,1.2729713078450575,0,4.88,-2.85,-1.29
564,1730821436.366964579.pcd,3.42629012004326,-0.8207816842084164,1.2729713078450575,1,8.8,-1.21,-1.27
564,1730821436.366964579.pcd,3.42629012004326,-0.8207816842084164,1.2729713078450575,2,6.69,-2.32,-1.3
564,1730821436.366964579.pcd,3.42629012004326,-0.8207816842084164,1.2729713078450575,3,7.48,-0.51,-1.32
564,1730821436.366964579.pcd,3.42629012004326,-0.8207816842084164,1.2729713078450575,4,4.57,-1.0,-1.41
565,1730821436.467084408.pcd,3.434781625294218,-0.7848961546669582,1.301780483831459,0,4.92,-2.92,-1.29
565,1730821436.467084408.pcd,3.434781625294218,-0.7848961546669582,1.301780483831459,1,8.89,-1.25,-1.27
565,1730821436.467084408.pcd,3.434781625294218,-0.7848961546669582,1.301780483831459,2,6.62,-2.37,-1.3
565,1730821436.467084408.pcd,3.434781625294218,-0.7848961546669582,1.301780483831459,3,7.45,-0.56,-1.32
565,1730821436.467084408.pcd,3.434781625294218,-0.7848961546669582,1.301780483831459,4,4.5,-0.94,-1.41
566,1730821436.567072392.pcd,3.4431177136314486,-0.762122167444929,1.3195907296690972,0,4.97,-2.98,-1.29
566,1730821436.567072392.pcd,3.4431177136314486,-0.762122167444929,1.3195907296690972,1,8.99,-1.29,-1.27
566,1730821436.567072392.pcd,3.4431177136314486,-0.762122167444929,1.3195907296690972,2,6.55,-2.43,-1.3
566,1730821436.567072392.pcd,3.4431177136314486,-0.762122167444929,1.3195907296690972,3,7.41,-0.62,-1.32
566,1730821436.567072392.pcd,3.4431177136314486,-0.762122167444929,1.3195907296690972,4,4.42,-0.88,-1.41
567,1730821436.667019606.pcd,3.4538783641708566,-0.7341153316971332,1.3431736771900655,0,5.02,-3.05,-1.29
567,1730821436.667019606.pcd,3.4538783641708566,-0.7341153316971332,1.3431736771900655,1,9.08,-1.34,-1.27
567,1730821436.667019606.pcd,3.4538783641708566,-0.7341153316971332,1.3431736771900655,2,6.48,-2.48,-1.3
567,1730821436.667019606.pcd,3.4538783641708566,-0.7341153316971332,1.3431736771900655,3,7.38,-0.67,-1.32
567,1730821436.667019606.pcd,3.4538783641708566,-0.7341153316971332,1.3431736771900655,4,4.35,-0.83,-1.41
568,1730821436.767123461.pcd,3.4569309960243872,-0.7030455243326001,1.3598458712930153,0,5.06,-3.11,-1.29
568,1730821436.767123461.pcd,3.4569309960243872,-0.7030455243326001,1.3598458712930153,1,9.18,-1.38,-1.27
568,1730821436.767123461.pcd,3.4569309960243872,-0.7030455243326001,1.3598458712930153,2,6.41,-2.54,-1.3
568,1730821436.767123461.pcd,3.4569309960243872,-0.7030455243326001,1.3598458712930153,3,7.35,-0.73,-1.32
568,1730821436.767123461.pcd,3.4569309960243872,-0.7030455243326001,1.3598458712930153,4,4.27,-0.77,-1.41
569,1730821436.867164373.pcd,3.4682012493903613,-0.6641468018612084,1.37003656635376,0,5.11,-3.18,-1.29
569,1730821436.867164373.pcd,3.4682012493903613,-0.6641468018612084,1.37003656635376,1,9.28,-1.43,-1.27
569,1730821436.867164373.pcd,3.4682012493903613,-0.6641468018612084,1.37003656635376,2,6.35,-2.59,-1.3
569,1730821436.867164373.pcd,3.4682012493903613,-0.6641468018612084,1.37003656635376,3,7.31,-0.78,-1.32
569,1730821436.867164373.pcd,3.4682012493903613,-0.6641468018612084,1.37003656635376,4,4.2,-0.71,-1.41
570,1730821436.967072248.pcd,3.472950768407571,-0.6401310097712241,1.3618388035047513,0,5.15,-3.24,-1.29
570,1730821436.967072248.pcd,3.472950768407571,-0.6401310097712241,1.3618388035047513,1,9.37,-1.47,-1.27
570,1730821436.967072248.pcd,3.472950768407571,-0.6401310097712241,1.3618388035047513,2,6.28,-2.65,-1.3
570,1730821436.967072248.pcd,3.472950768407571,-0.6401310097712241,1.3618388035047513,3,7.28,-0.84,-1.32
570,1730821436.967072248.pcd,3.472950768407571,-0.6401310097712241,1.3618388035047513,4,4.13,-0.65,-1.41
571,1730821437.067195415.pcd,3.4860514649652825,-0.6170428562517576,1.3490260010449118,0,5.19,-3.31,-1.29
571,1730821437.067195415.pcd,3.4860514649652825,-0.6170428562517576,1.3490260010449118,1,9.46,-1.48,-1.27
571,1730821437.067195415.pcd,3.4860514649652825,-0.6170428562517576,1.3490260010449118,2,6.18,-2.64,-1.3
571,1730821437.067195415.pcd,3.4860514649652825,-0.6170428562517576,1.3490260010449118,3,7.25,-0.9,-1.32
571,1730821437.067195415.pcd,3.4860514649652825,-0.6170428562517576,1.3490260010449118,4,4.06,-0.59,-1.41
572,1730821437.167021275.pcd,3.4911108524324264,-0.5870870353081179,1.327345141461148,0,5.24,-3.37,-1.29
572,1730821437.167021275.pcd,3.4911108524324264,-0.5870870353081179,1.327345141461148,1,9.55,-1.49,-1.27
572,1730821437.167021275.pcd,3.4911108524324264,-0.5870870353081179,1.327345141461148,2,6.09,-2.64,-1.3
572,1730821437.167021275.pcd,3.4911108524324264,-0.5870870353081179,1.327345141461148,3,7.21,-0.97,-1.32
572,1730821437.167021275.pcd,3.4911108524324264,-0.5870870353081179,1.327345141461148,4,3.99,-0.53,-1.41
573,1730821437.267008305.pcd,3.5050790501621263,-0.5584081365122624,1.3092571790799463,0,5.28,-3.44,-1.29
573,1730821437.267008305.pcd,3.5050790501621263,-0.5584081365122624,1.3092571790799463,1,9.64,-1.49,-1.27
573,1730821437.267008305.pcd,3.5050790501621263,-0.5584081365122624,1.3092571790799463,2,6.0,-2.64,-1.3
573,1730821437.267008305.pcd,3.5050790501621263,-0.5584081365122624,1.3092571790799463,3,7.17,-1.03,-1.32
573,1730821437.267008305.pcd,3.5050790501621263,-0.5584081365122624,1.3092571790799463,4,3.92,-0.46,-1.41
574,1730821437.366964340.pcd,3.511430042490775,-0.510687698562097,1.293293496005876,0,5.32,-3.5,-1.29
574,1730821437.366964340.pcd,3.511430042490775,-0.510687698562097,1.293293496005876,1,9.74,-1.5,-1.27
574,1730821437.366964340.pcd,3.511430042490775,-0.510687698562097,1.293293496005876,2,5.9,-2.63,-1.3
574,1730821437.366964340.pcd,3.511430042490775,-0.510687698562097,1.293293496005876,3,7.14,-1.1,-1.32
574,1730821437.366964340.pcd,3.511430042490775,-0.510687698562097,1.293293496005876,4,3.85,-0.4,-1.41
575,1730821437.467009306.pcd,3.522275780073803,-0.4955962862600431,1.3022264772171552,0,5.37,-3.57,-1.29
575,1730821437.467009306.pcd,3.522275780073803,-0.4955962862600431,1.3022264772171552,1,9.83,-1.51,-1.27
575,1730821437.467009306.pcd,3.522275780073803,-0.4955962862600431,1.3022264772171552,2,5.81,-2.63,-1.3
575,1730821437.467009306.pcd,3.522275780073803,-0.4955962862600431,1.3022264772171552,3,7.1,-1.16,-1.32
575,1730821437.467009306.pcd,3.522275780073803,-0.4955962862600431,1.3022264772171552,4,3.78,-0.34,-1.41
576,1730821437.567004442.pcd,3.528616763187352,-0.467713037287552,1.293428610383745,0,5.41,-3.63,-1.29
576,1730821437.567004442.pcd,3.528616763187352,-0.467713037287552,1.293428610383745,1,9.92,-1.52,-1.27
576,1730821437.567004442.pcd,3.528616763187352,-0.467713037287552,1.293428610383745,2,5.72,-2.63,-1.3
576,1730821437.567004442.pcd,3.528616763187352,-0.467713037287552,1.293428610383745,3,7.07,-1.23,-1.32
576,1730821437.567004442.pcd,3.528616763187352,-0.467713037287552,1.293428610383745,4,3.71,-0.27,-1.41
577,1730821437.667192459.pcd,3.5402956940242767,-0.4324498907571712,1.297042530622,0,5.45,-3.7,-1.29
577,1730821437.667192459.pcd,3.5402956940242767,-0.4324498907571712,1.297042530622,1,10.01,-1.53,-1.27
577,1730821437.667192459.pcd,3.5402956940242767,-0.4324498907571712,1.297042530622,2,5.62,-2.63,-1.3
577,1730821437.667192459.pcd,3.5402956940242767,-0.4324498907571712,1.297042530622,3,7.03,-1.3,-1.32
577,1730821437.667192459.pcd,3.5402956940242767,-0.4324498907571712,1.297042530622,4,3.65,-0.21,-1.41
578,1730821437.767013311.pcd,3.5528116917567143,-0.3572150162128862,1.2910613536136335,0,5.5,-3.76,-1.29
578,1730821437.767013311.pcd,3.5528116917567143,-0.3572150162128862,1.2910613536136335,1,10.1,-1.53,-1.27
578,1730821437.767013311.pcd,3.5528116917567143,-0.3572150162128862,1.2910613536136335,2,5.53,-2.62,-1.3
578,1730821437.767013311.pcd,3.5528116917567143,-0.3572150162128862,1.2910613536136335,3,7.0,-1.36,-1.32
578,1730821437.767013311.pcd,3.5528116917567143,-0.3572150162128862,1.2910613536136335,4,3.58,-0.15,-1.41
579,1730821437.867039442.pcd,3.559977350486265,-0.3299200736434895,1.286746139179836,0,5.54,-3.83,-1.29
579,1730821437.867039442.pcd,3.559977350486265,-0.3299200736434895,1.286746139179836,1,10.19,-1.54,-1.27
579,1730821437.867039442.pcd,3.559977350486265,-0.3299200736434895,1.286746139179836,2,5.44,-2.62,-1.3
579,1730821437.867039442.pcd,3.559977350486265,-0.3299200736434895,1.286746139179836,3,6.96,-1.43,-1.32
579,1730821437.867039442.pcd,3.559977350486265,-0.3299200736434895,1.286746139179836,4,3.51,-0.09,-1.41
580,1730821437.967081308.pcd,3.5718097923516297,-0.2960016987863478,1.281841266659168,0,5.58,-3.89,-1.29
580,1730821437.967081308.pcd,3.5718097923516297,-0.2960016987863478,1.281841266659168,1,10.28,-1.55,-1.27
580,1730821437.967081308.pcd,3.5718097923516297,-0.2960016987863478,1.281841266659168,2,5.34,-2.62,-1.3
580,1730821437.967081308.pcd,3.5718097923516297,-0.2960016987863478,1.281841266659168,3,6.92,-1.49,-1.32
580,1730821437.967081308.pcd,3.5718097923516297,-0.2960016987863478,1.281841266659168,4,3.44,-0.02,-1.41
581,1730821438.067143440.pcd,3.581327676776769,-0.2632832991255385,1.2758845835723809,0,5.63,-3.95,-1.29
581,1730821438.067143440.pcd,3.581327676776769,-0.2632832991255385,1.2758845835723809,1,10.34,-1.54,-1.27
581,1730821438.067143440.pcd,3.581327676776769,-0.2632832991255385,1.2758845835723809,2,5.26,-2.6,-1.3
581,1730821438.067143440.pcd,3.581327676776769,-0.2632832991255385,1.2758845835723809,3,6.87,-1.55,-1.32
581,1730821438.067143440.pcd,3.581327676776769,-0.2632832991255385,1.2758845835723809,4,3.4,0.02,-1.41
582,1730821438.167106390.pcd,3.593873310665369,-0.2219062227031578,1.270833476669624,0,5.68,-4.02,-1.29
582,1730821438.167106390.pcd,3.593873310665369,-0.2219062227031578,1.270833476669624,1,10.39,-1.52,-1.27
582,1730821438.167106390.pcd,3.593873310665369,-0.2219062227031578,1.270833476669624,2,5.17,-2.58,-1.3
582,1730821438.167106390.pcd,3.593873310665369,-0.2219062227031578,1.270833476669624,3,6.82,-1.61,-1.32
582,1730821438.167106390.pcd,3.593873310665369,-0.2219062227031578,1.270833476669624,4,3.36,0.07,-1.41
583,1730821438.267087460.pcd,3.600941389951251,-0.1999266797264116,1.266818521360738,0,5.73,-4.08,-1.29
583,1730821438.267087460.pcd,3.600941389951251,-0.1999266797264116,1.266818521360738,1,10.45,-1.51,-1.27
583,1730821438.267087460.pcd,3.600941389951251,-0.1999266797264116,1.266818521360738,2,5.09,-2.56,-1.3
583,1730821438.267087460.pcd,3.600941389951251,-0.1999266797264116,1.266818521360738,3,6.77,-1.68,-1.32
583,1730821438.267087460.pcd,3.600941389951251,-0.1999266797264116,1.266818521360738,4,3.32,0.11,-1.41
584,1730821438.367087364.pcd,3.6112970663697648,-0.1689732172919882,1.2558848762864971,0,5.79,-4.14,-1.29
584,1730821438.367087364.pcd,3.6112970663697648,-0.1689732172919882,1.2558848762864971,1,10.51,-1.5,-1.27
584,1730821438.367087364.pcd,3.6112970663697648,-0.1689732172919882,1.2558848762864971,2,5.0,-2.54,-1.3
584,1730821438.367087364.pcd,3.6112970663697648,-0.1689732172919882,1.2558848762864971,3,6.72,-1.74,-1.32
584,1730821438.367087364.pcd,3.6112970663697648,-0.1689732172919882,1.2558848762864971,4,3.27,0.15,-1.41
585,1730821438.467118502.pcd,3.622331664184226,-0.1395215857462126,1.2383631770542425,0,5.84,-4.2,-1.29
585,1730821438.467118502.pcd,3.622331664184226,-0.1395215857462126,1.2383631770542425,1,10.57,-1.48,-1.27
585,1730821438.467118502.pcd,3.622331664184226,-0.1395215857462126,1.2383631770542425,2,4.92,-2.52,-1.3
585,1730821438.467118502.pcd,3.622331664184226,-0.1395215857462126,1.2383631770542425,3,6.66,-1.8,-1.32
585,1730821438.467118502.pcd,3.622331664184226,-0.1395215857462126,1.2383631770542425,4,3.23,0.2,-1.41
586,1730821438.567120552.pcd,3.636055015462844,-0.1027079276908642,1.2175936898274495,0,5.89,-4.27,-1.29
586,1730821438.567120552.pcd,3.636055015462844,-0.1027079276908642,1.2175936898274495,1,10.62,-1.47,-1.27
586,1730821438.567120552.pcd,3.636055015462844,-0.1027079276908642,1.2175936898274495,2,4.83,-2.5,-1.3
586,1730821438.567120552.pcd,3.636055015462844,-0.1027079276908642,1.2175936898274495,3,6.61,-1.86,-1.32
586,1730821438.567120552.pcd,3.636055015462844,-0.1027079276908642,1.2175936898274495,4,3.19,0.24,-1.41
587,1730821438.667106390.pcd,3.6453371594473647,-0.0750641939359892,1.199806064337973,0,5.94,-4.33,-1.29
587,1730821438.667106390.pcd,3.6453371594473647,-0.0750641939359892,1.199806064337973,1,10.68,-1.46,-1.27
587,1730821438.667106390.pcd,3.6453371594473647,-0.0750641939359892,1.199806064337973,2,4.75,-2.48,-1.3
587,1730821438.667106390.pcd,3.6453371594473647,-0.0750641939359892,1.199806064337973,3,6.56,-1.92,-1.32
587,1730821438.667106390.pcd,3.6453371594473647,-0.0750641939359892,1.199806064337973,4,3.15,0.29,-1.41
588,1730821438.767111540.pcd,3.653943151990607,-0.0619502548714532,1.1893517895244174,0,5.99,-4.39,-1.29
588,1730821438.767111540.pcd,3.653943151990607,-0.0619502548714532,1.1893517895244174,1,10.74,-1.44,-1.27
588,1730821438.767111540.pcd,3.653943151990607,-0.0619502548714532,1.1893517895244174,2,4.66,-2.46,-1.3
588,1730821438.767111540.pcd,3.653943151990607,-0.0619502548714532,1.1893517895244174,3,6.51,-1.98,-1.32
588,1730821438.767111540.pcd,3.653943151990607,-0.0619502548714532,1.1893517895244174,4,3.11,0.33,-1.41
589,1730821438.867248297.pcd,3.6648263777188954,-0.0287214422942763,1.1752244796532954,0,6.04,-4.45,-1.29
589,1730821438.867248297.pcd,3.6648263777188954,-0.0287214422942763,1.1752244796532954,1,10.8,-1.43,-1.27
589,1730821438.867248297.pcd,3.6648263777188954,-0.0287214422942763,1.1752244796532954,2,4.58,-2.45,-1.3
589,1730821438.867248297.pcd,3.6648263777188954,-0.0287214422942763,1.1752244796532954,3,6.45,-2.04,-1.32
589,1730821438.867248297.pcd,3.6648263777188954,-0.0287214422942763,1.1752244796532954,4,3.07,0.37,-1.41
590,1730821438.967205286.pcd,3.6754960249076,-0.0014711608423083,1.1737502185419186,0,6.09,-4.51,-1.29
590,1730821438.967205286.pcd,3.6754960249076,-0.0014711608423083,1.1737502185419186,1,10.85,-1.41,-1.27
590,1730821438.967205286.pcd,3.6754960249076,-0.0014711608423083,1.1737502185419186,2,4.49,-2.43,-1.3
590,1730821438.967205286.pcd,3.6754960249076,-0.0014711608423083,1.1737502185419186,3,6.4,-2.1,-1.32
590,1730821438.967205286.pcd,3.6754960249076,-0.0014711608423083,1.1737502185419186,4,3.03,0.42,-1.41
591,1730821439.067163229.pcd,3.691842557967002,0.0295733979402261,1.176676876494555,0,6.13,-4.57,-1.29
591,1730821439.067163229.pcd,3.691842557967002,0.0295733979402261,1.176676876494555,1,10.86,-1.42,-1.27
591,1730821439.067163229.pcd,3.691842557967002,0.0295733979402261,1.176676876494555,2,4.4,-2.41,-1.3
591,1730821439.067163229.pcd,3.691842557967002,0.0295733979402261,1.176676876494555,3,6.36,-2.17,-1.32
591,1730821439.067163229.pcd,3.691842557967002,0.0295733979402261,1.176676876494555,4,3.03,0.43,-1.41
592,1730821439.167226315.pcd,3.7009333327148894,0.0445970544320024,1.1751120666842,0,6.17,-4.62,-1.29
592,1730821439.167226315.pcd,3.7009333327148894,0.0445970544320024,1.1751120666842,1,10.87,-1.43,-1.27
592,1730821439.167226315.pcd,3.7009333327148894,0.0445970544320024,1.1751120666842,2,4.31,-2.39,-1.3
592,1730821439.167226315.pcd,3.7009333327148894,0.0445970544320024,1.1751120666842,3,6.31,-2.23,-1.32
592,1730821439.167226315.pcd,3.7009333327148894,0.0445970544320024,1.1751120666842,4,3.03,0.44,-1.41
593,1730821439.267285347.pcd,3.7152504642435913,0.0720400207071239,1.1660018694067924,0,6.22,-4.67,-1.29
593,1730821439.267285347.pcd,3.7152504642435913,0.0720400207071239,1.1660018694067924,1,10.87,-1.43,-1.27
593,1730821439.267285347.pcd,3.7152504642435913,0.0720400207071239,1.1660018694067924,2,4.22,-2.37,-1.3
593,1730821439.267285347.pcd,3.7152504642435913,0.0720400207071239,1.1660018694067924,3,6.26,-2.3,-1.32
593,1730821439.267285347.pcd,3.7152504642435913,0.0720400207071239,1.1660018694067924,4,3.04,0.46,-1.41
594,1730821439.367240429.pcd,3.725983049281441,0.1080700184313756,1.1447296421355044,0,6.26,-4.72,-1.29
594,1730821439.367240429.pcd,3.725983049281441,0.1080700184313756,1.1447296421355044,1,10.88,-1.44,-1.27
594,1730821439.367240429.pcd,3.725983049281441,0.1080700184313756,1.1447296421355044,2,4.13,-2.35,-1.3
594,1730821439.367240429.pcd,3.725983049281441,0.1080700184313756,1.1447296421355044,3,6.22,-2.37,-1.32
594,1730821439.367240429.pcd,3.725983049281441,0.1080700184313756,1.1447296421355044,4,3.04,0.47,-1.41
595,1730821439.467248440.pcd,3.738869780173533,0.1478602896838352,1.1189588415893008,0,6.3,-4.77,-1.29
595,1730821439.467248440.pcd,3.738869780173533,0.1478602896838352,1.1189588415893008,1,10.88,-1.44,-1.27
595,1730821439.467248440.pcd,3.738869780173533,0.1478602896838352,1.1189588415893008,2,4.04,-2.33,-1.3
595,1730821439.467248440.pcd,3.738869780173533,0.1478602896838352,1.1189588415893008,3,6.17,-2.44,-1.32
595,1730821439.467248440.pcd,3.738869780173533,0.1478602896838352,1.1189588415893008,4,3.04,0.49,-1.41
596,1730821439.567295313.pcd,3.7470254024211735,0.1708073622479835,1.1048081905927225,0,6.35,-4.82,-1.29
596,1730821439.567295313.pcd,3.7470254024211735,0.1708073622479835,1.1048081905927225,1,10.89,-1.45,-1.27
596,1730821439.567295313.pcd,3.7470254024211735,0.1708073622479835,1.1048081905927225,2,3.95,-2.31,-1.3
596,1730821439.567295313.pcd,3.7470254024211735,0.1708073622479835,1.1048081905927225,3,6.12,-2.51,-1.32
596,1730821439.567295313.pcd,3.7470254024211735,0.1708073622479835,1.1048081905927225,4,3.04,0.5,-1.41
597,1730821439.667079210.pcd,3.7589650661662746,0.1961589582712939,1.088054281075298,0,6.39,-4.87,-1.29
597,1730821439.667079210.pcd,3.7589650661662746,0.1961589582712939,1.088054281075298,1,10.89,-1.45,-1.27
597,1730821439.667079210.pcd,3.7589650661662746,0.1961589582712939,1.088054281075298,2,3.86,-2.29,-1.3
597,1730821439.667079210.pcd,3.7589650661662746,0.1961589582712939,1.088054281075298,3,6.08,-2.58,-1.32
597,1730821439.667079210.pcd,3.7589650661662746,0.1961589582712939,1.088054281075298,4,3.05,0.51,-1.41
598,1730821439.767132282.pcd,3.772758975550783,0.229196646838079,1.0711692703759974,0,6.43,-4.92,-1.29
598,1730821439.767132282.pcd,3.772758975550783,0.229196646838079,1.0711692703759974,1,10.9,-1.46,-1.27
598,1730821439.767132282.pcd,3.772758975550783,0.229196646838079,1.0711692703759974,2,3.77,-2.27,-1.3
598,1730821439.767132282.pcd,3.772758975550783,0.229196646838079,1.0711692703759974,3,6.03,-2.65,-1.32
598,1730821439.767132282.pcd,3.772758975550783,0.229196646838079,1.0711692703759974,4,3.05,0.53,-1.41
599,1730821439.867219448.pcd,3.791226154084835,0.2644641633810916,1.049893814931352,0,6.48,-4.97,-1.29
599,1730821439.867219448.pcd,3.791226154084835,0.2644641633810916,1.049893814931352,1,10.9,-1.46,-1.27
599,1730821439.867219448.pcd,3.791226154084835,0.2644641633810916,1.049893814931352,2,3.68,-2.25,-1.3
599,1730821439.867219448.pcd,3.791226154084835,0.2644641633810916,1.049893814931352,3,5.98,-2.71,-1.32
599,1730821439.867219448.pcd,3.791226154084835,0.2644641633810916,1.049893814931352,4,3.05,0.54,-1.41
600,1730821439.967241526.pcd,3.805310247514573,0.2896819573314917,1.0351602162683309,0,6.52,-5.02,-1.29
600,1730821439.967241526.pcd,3.805310247514573,0.2896819573314917,1.0351602162683309,1,10.91,-1.47,-1.27
600,1730821439.967241526.pcd,3.805310247514573,0.2896819573314917,1.0351602162683309,2,3.59,-2.23,-1.3
600,1730821439.967241526.pcd,3.805310247514573,0.2896819573314917,1.0351602162683309,3,5.94,-2.78,-1.32
600,1730821439.967241526.pcd,3.805310247514573,0.2896819573314917,1.0351602162683309,4,3.06,0.55,-1.41
601,1730821440.067246437.pcd,3.814134905815153,0.3097454364245857,1.0252902396922363,0,6.54,-5.06,-1.29
601,1730821440.067246437.pcd,3.814134905815153,0.3097454364245857,1.0252902396922363,1,10.91,-1.47,-1.27
601,1730821440.067246437.pcd,3.814134905815153,0.3097454364245857,1.0252902396922363,2,3.52,-2.23,-1.3
601,1730821440.067246437.pcd,3.814134905815153,0.3097454364245857,1.0252902396922363,3,5.9,-2.85,-1.32
601,1730821440.067246437.pcd,3.814134905815153,0.3097454364245857,1.0252902396922363,4,3.05,0.56,-1.41
602,1730821440.167179346.pcd,3.830681575360545,0.3391156761254694,1.0158219747395634,0,6.56,-5.11,-1.29
602,1730821440.167179346.pcd,3.830681575360545,0.3391156761254694,1.0158219747395634,1,10.91,-1.48,-1.27
602,1730821440.167179346.pcd,3.830681575360545,0.3391156761254694,1.0158219747395634,2,3.46,-2.23,-1.3
602,1730821440.167179346.pcd,3.830681575360545,0.3391156761254694,1.0158219747395634,3,5.85,-2.91,-1.32
602,1730821440.167179346.pcd,3.830681575360545,0.3391156761254694,1.0158219747395634,4,3.05,0.56,-1.41
603,1730821440.267167330.pcd,3.846043347826559,0.3671811621620704,1.016919724237202,0,6.58,-5.16,-1.29
603,1730821440.267167330.pcd,3.846043347826559,0.3671811621620704,1.016919724237202,1,10.91,-1.49,-1.27
603,1730821440.267167330.pcd,3.846043347826559,0.3671811621620704,1.016919724237202,2,3.39,-2.23,-1.3
603,1730821440.267167330.pcd,3.846043347826559,0.3671811621620704,1.016919724237202,3,5.81,-2.97,-1.32
